SellerRating,Duration,ClosePrice,OpenPrice,Competitive,EndDay,Currency,Category,Category.Art.Collectibles,Category.Books,Category.Clothing.Toys,Category.Coins.Stamps,Category.Computer.Electronics,Category.EverythingElse,Category.Health.Beauty,Category.Home.Garden,Category.Jewelry,Category.Music.Movie.Game,Currency.nonUS,EndDay.Weekend
37727,7,0.01,0.01,0,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,0.06,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,0.1,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
34343,1,0.11,0.01,1,Weekend,US,SportingGoods,0,0,0,0,0,0,0,0,0,0,0,1
3249,5,0.11,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,0.17,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,0.17,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,0.21,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,0.55,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,0.55,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,1.05,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,1.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,1.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,1.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,1.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,1.29,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,1.3,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,1.32,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,1.32,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,1.37,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,1.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,1.58,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,1.75,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,2,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,2,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,2,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,2.05,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,2.13,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,2.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,2.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,2.3,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3115,7,2.31,0.01,1,Week,US,EverythingElse,0,0,0,0,0,1,0,0,0,0,0,0
3249,5,2.33,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,2.8,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.01,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.06,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.08,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.26,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.27,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.3,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.31,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.36,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.55,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.75,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.75,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.76,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.8,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.8,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,3.84,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,4.17,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,4.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,4.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,4.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,4.25,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
37727,7,4.26,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,4.29,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,4.31,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,4.4,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,4.54,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,4.75,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,4.9,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,5.01,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,5.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,5.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,5.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,5.52,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,5.52,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,6,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,6.01,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,6.15,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,6.18,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,6.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,6.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,6.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,6.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
29,7,11.6,0.017846154,1,Week,nonUS,Home/Garden,0,0,0,0,0,0,0,1,0,0,1,0
3249,5,6.55,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,6.71,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,7,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,7,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,7,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,7.05,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,7.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,7.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,7.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,7.51,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,7.55,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,8.01,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,8.05,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,8.05,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,8.26,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,8.49,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,8.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,8.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,9.39,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,9.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,9.99,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,10,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,10,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,10.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,10.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,10.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
352,7,11.5,0.01,1,Weekend,US,Books,0,1,0,0,0,0,0,0,0,0,0,1
3249,5,11.55,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,11.71,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,15.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
2991,7,0.98,0.534545455,1,Week,nonUS,Home/Garden,0,0,0,0,0,0,0,1,0,0,1,0
3249,5,18,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
3249,5,18.5,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
1,5,20.7,0.01,1,Week,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,0
1,5,22,0.01,1,Weekend,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,1
1,5,23.65,0.01,1,Weekend,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,1
5450,3,26,0.01,1,Weekend,US,Computer/Electronics,0,0,0,0,1,0,0,0,0,0,0,1
1,5,26,0.01,1,Week,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,0
3249,5,27,0.01,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
1029,7,1.07,1.07,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
1029,7,1.07,1.07,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
2991,7,2.14,0.535,1,Week,nonUS,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,1,0
2991,7,2.16,0.53553719,1,Week,nonUS,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,1,0
1,5,43,0.01,1,Weekend,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,1
1,5,46.02,0.01,1,Week,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,0
30,7,0.7,0.7,0,Week,US,Books,0,1,0,0,0,0,0,0,0,0,0,0
1029,7,1.25,1.25,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
1029,7,1.25,1.25,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
1029,7,1.25,1.25,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
1029,7,1.25,1.25,1,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
70,7,1.86,0.894230769,1,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
1,5,52.02,0.01,1,Week,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,0
1,5,61.05,0.01,1,Week,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,0
4,5,62,0.01,1,Weekend,US,Computer/Electronics,0,0,0,0,1,0,0,0,0,0,0,1
2991,7,3.929999999,0.535909091,1,Week,nonUS,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,1,0
1029,7,1.7,1.252631579,1,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
2991,7,5.180000001,0.535862069,1,Week,nonUS,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,1,0
411,3,0.99,0.99,1,Weekend,US,Computer/Electronics,0,0,0,0,1,0,0,0,0,0,0,1
793,3,0.99,0.99,1,Weekend,US,EverythingElse,0,0,0,0,0,1,0,0,0,0,0,1
3277,3,0.99,0.99,0,Weekend,US,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,0,1
3277,3,0.99,0.99,0,Weekend,US,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,0,1
3277,3,0.99,0.99,0,Weekend,US,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,0,1
841,5,0.99,0.99,0,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
841,5,0.99,0.99,0,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
841,5,0.99,0.99,0,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
841,5,0.99,0.99,0,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
841,5,0.99,0.99,1,Week,US,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,0,0
2220,5,0.99,0.99,0,Week,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,0
109,7,0.99,0.99,0,Weekend,US,EverythingElse,0,0,0,0,0,1,0,0,0,0,0,1
149,7,1.77,1.77,0,Week,nonUS,Books,0,1,0,0,0,0,0,0,0,0,1,0
149,7,1.77,1.77,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
215,7,1.77,1.77,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
2695,7,0.99,0.99,0,Weekend,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,1
2695,7,0.99,0.99,0,Weekend,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,1
2695,7,0.99,0.99,0,Weekend,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,1
2695,7,0.99,0.99,0,Weekend,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,1
2695,7,0.99,0.99,0,Weekend,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,1
2991,7,1.77,1.77,0,Week,nonUS,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,1,0
2991,7,1.77,1.77,0,Week,nonUS,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,1,0
2991,7,1.77,1.77,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
2991,7,1.77,1.77,0,Week,nonUS,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,1,0
3380,7,1.77,1.77,0,Week,nonUS,Coins/Stamps,0,0,0,1,0,0,0,0,0,0,1,0
3380,7,1.77,1.77,1,Week,nonUS,Coins/Stamps,0,0,0,1,0,0,0,0,0,0,1,0
3385,7,0.99,0.99,0,Weekend,US,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,0,1
4790,7,0.99,0.99,0,Week,US,Computer/Electronics,0,0,0,0,1,0,0,0,0,0,0,0
743,3,1,1,1,Weekend,US,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,0,1
9,5,1.23,1.23,0,Weekend,nonUS,Computer/Electronics,0,0,0,0,1,0,0,0,0,0,1,1
113,5,1,1,0,Weekend,US,EverythingElse,0,0,0,0,0,1,0,0,0,0,0,1
158,5,1.23,1.23,0,Week,nonUS,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,1,0
410,5,1.23,1.23,0,Week,nonUS,Books,0,1,0,0,0,0,0,0,0,0,1,0
666,5,1.23,1.23,0,Week,nonUS,Books,0,1,0,0,0,0,0,0,0,0,1,0
865,5,1.23,1.23,0,Weekend,nonUS,Books,0,1,0,0,0,0,0,0,0,0,1,1
865,5,1.23,1.23,0,Weekend,nonUS,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,1,1
1301,5,1.23,1.23,0,Weekend,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,1
27,7,1.23,1.23,0,Weekend,nonUS,Computer/Electronics,0,0,0,0,1,0,0,0,0,0,1,1
27,7,1.23,1.23,0,Weekend,nonUS,Computer/Electronics,0,0,0,0,1,0,0,0,0,0,1,1
29,7,1.23,1.23,0,Weekend,nonUS,Computer/Electronics,0,0,0,0,1,0,0,0,0,0,1,1
41,7,1.23,1.23,0,Week,nonUS,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,1,0
104,7,1.23,1.23,0,Week,nonUS,Books,0,1,0,0,0,0,0,0,0,0,1,0
104,7,1.23,1.23,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
858,7,1.23,1.23,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
1317,7,1,1,1,Week,US,Jewelry,0,0,0,0,0,0,0,0,1,0,0,0
1515,7,1.23,1.23,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
1550,7,1.23,1.23,0,Week,nonUS,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,1,0
1550,7,1.23,1.23,0,Week,nonUS,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,1,0
1550,7,1.23,1.23,0,Week,nonUS,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,1,0
1550,7,1.23,1.23,0,Week,nonUS,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,1,0
1550,7,1.23,1.23,0,Weekend,nonUS,Computer/Electronics,0,0,0,0,1,0,0,0,0,0,1,1
2162,7,1.23,1.23,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
2162,7,1.23,1.23,1,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
5292,7,1.78,1.78,0,Week,nonUS,EverythingElse,0,0,0,0,0,1,0,0,0,0,1,0
5292,7,1.78,1.78,0,Week,nonUS,EverythingElse,0,0,0,0,0,1,0,0,0,0,1,0
23,10,1.23,1.23,0,Week,nonUS,EverythingElse,0,0,0,0,0,1,0,0,0,0,1,0
54,10,1.23,1.23,0,Week,nonUS,Home/Garden,0,0,0,0,0,0,0,1,0,0,1,0
89,10,1.23,1.23,0,Week,nonUS,Books,0,1,0,0,0,0,0,0,0,0,1,0
100,10,1.23,1.23,0,Weekend,nonUS,Home/Garden,0,0,0,0,0,0,0,1,0,0,1,1
165,10,1.23,1.23,0,Week,nonUS,Computer/Electronics,0,0,0,0,1,0,0,0,0,0,1,0
279,10,1.23,1.23,0,Week,nonUS,Clothing/Toys,0,0,1,0,0,0,0,0,0,0,1,0
684,10,1.23,1.23,0,Week,nonUS,Coins/Stamps,0,0,0,1,0,0,0,0,0,0,1,0
865,10,1.23,1.23,0,Week,nonUS,Books,0,1,0,0,0,0,0,0,0,0,1,0
865,10,1.23,1.23,0,Week,nonUS,Books,0,1,0,0,0,0,0,0,0,0,1,0
865,10,1.23,1.23,0,Week,nonUS,Books,0,1,0,0,0,0,0,0,0,0,1,0
865,10,1.23,1.23,0,Week,nonUS,SportingGoods,0,0,0,0,0,0,0,0,0,0,1,0
1075,10,1.23,1.23,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
1386,10,1.23,1.23,0,Weekend,nonUS,Books,0,1,0,0,0,0,0,0,0,0,1,1
1645,10,1.23,1.23,0,Weekend,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,1
1645,10,1.23,1.23,0,Weekend,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,1
1853,10,1.23,1.23,0,Week,nonUS,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,1,0
1853,10,1.23,1.23,0,Week,nonUS,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,1,0
1853,10,1.23,1.23,0,Week,nonUS,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,1,0
2163,10,1.23,1.23,0,Weekend,nonUS,Art/Collectibles,1,0,0,0,0,0,0,0,0,0,1,1
2404,10,1.23,1.23,0,Weekend,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,1
2638,10,1.23,1.23,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
2638,10,1.23,1.23,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
2638,10,1.23,1.23,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
2638,10,1.23,1.23,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
3057,10,1.23,1.23,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
3375,10,1.23,1.23,0,Week,nonUS,Computer/Electronics,0,0,0,0,1,0,0,0,0,0,1,0
3375,10,1.23,1.23,0,Week,nonUS,Computer/Electronics,0,0,0,0,1,0,0,0,0,0,1,0
5701,10,1.23,1.23,0,Week,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,0
5701,10,1.23,1.23,0,Weekend,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,1
5701,10,1.23,1.23,0,Weekend,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,1
5701,10,1.23,1.23,0,Weekend,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,1
5701,10,1.23,1.23,0,Weekend,nonUS,Music/Movie/Game,0,0,0,0,0,0,0,0,0,1,1,1
5701,10,1.23,1.23,0,Week,nonUS,Home/Garden,0,0,0,0,0,0,0,1,0,0,1,0
